Data,Plan Name,Mean Return
0.007426075294905132,BlackRock,0.0887674651889397
0.02275724134701118,BlackRock,0.0887674651889397
0.11857671503956557,BlackRock,0.0887674651889397
0.10901011800707527,BlackRock,0.0887674651889397
0.07086683519537629,BlackRock,0.0887674651889397
0.06621789453079918,BlackRock,0.0887674651889397
0.115066458021722,BlackRock,0.0887674651889397
0.10814392920111326,BlackRock,0.0887674651889397
0.0686377354110681,BlackRock,0.0887674651889397
0.11315060962781853,BlackRock,0.0887674651889397
0.0935227069341964,BlackRock,0.0887674651889397
0.11998344898345081,BlackRock,0.0887674651889397
0.11490047346425314,BlackRock,0.0887674651889397
0.06775148230419492,BlackRock,0.0887674651889397
0.10000065103688849,BlackRock,0.0887674651889397
0.0724662889972576,BlackRock,0.0887674651889397
0.06787561729193103,BlackRock,0.0887674651889397
0.09132799168186789,BlackRock,0.0887674651889397
0.06102762142192053,BlackRock,0.0887674651889397
0.04115441706996403,BlackRock,0.0887674651889397
0.07087664495163049,BlackRock,0.0887674651889397
0.10550108010504644,BlackRock,0.0887674651889397
0.05853598195723597,BlackRock,0.0887674651889397
0.10535774558431288,BlackRock,0.0887674651889397
0.07011865699614028,BlackRock,0.0887674651889397
0.10353307158748315,BlackRock,0.0887674651889397
0.03475988477383107,BlackRock,0.0887674651889397
0.03450630066643412,BlackRock,0.0887674651889397
0.07563691932773486,BlackRock,0.0887674651889397
0.08652691569908777,BlackRock,0.0887674651889397
0.09316839135290689,BlackRock,0.0887674651889397
0.06970497059159508,BlackRock,0.0887674651889397
0.022064817945726567,BlackRock,0.0887674651889397
0.08167929011491482,BlackRock,0.0887674651889397
0.07011253990031974,BlackRock,0.0887674651889397
0.09461376978375635,BlackRock,0.0887674651889397
0.08389517722207351,BlackRock,0.0887674651889397
0.11153450813659394,BlackRock,0.0887674651889397
0.04495594308435735,BlackRock,0.0887674651889397
0.07956542196021488,BlackRock,0.0887674651889397
0.10775066754282459,BlackRock,0.0887674651889397
0.03342625465632221,BlackRock,0.0887674651889397
